Año,Dia,Estado,Fecha,Fecha de corte,Mes,Motivo,Número de registros (agrupación),Orden de trabajo generada,Responsable,Situación reportada,Tipo de servicio,Demora en respuesta,Latitud,Longitud,Número,Número de registros
2021,viernes,En proceso de resolución de revisión,12/11/2021 20:53,25/11/2021 08:10,noviembre,"Parques, plazas y espacios públicos",1,NO,FABIAN RUBARE,Mobiliario: mantenimiento a juego,"Parques, plazas y espacios públicos - Dir. de Desarrollo Urbano",12,-36.919.476,-60.320.747,11296,
2021,viernes,En proceso de resolución de revisión,12/11/2021 20:58,05/12/2021 08:13,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,"Calles urbanas: calzada asfáltica rota, hundida o levantada",Obras públicas - Dir. de Mantenimiento Urbano,22,-36.919.468,-60.320.755,11297,
2021,viernes,Cancelado,12/11/2021 21:08,15/11/2021 08:17,noviembre,Higiene y control urbano,1,NO,MODERADORES,Otra situación no contemplada,Tránsito,2,-36.894.451,-60.321.609,11298,
2021,viernes,Cancelado,12/11/2021 21:17,15/11/2021 08:23,noviembre,Árboles en la vía pública,1,NO,MODERADORES,Sugerencia o propuesta,Otros servicios no contemplados,2,-36.894.451,-60.321.609,11299,
2021,lunes,Finalizado,15/11/2021 09:46,10/01/2022 07:58,noviembre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,56,-36.907.364,-60.332.012,11300,
2021,lunes,Finalizado,15/11/2021 10:20,30/11/2021 11:08,noviembre,Calles urbanas: pedido de pavimentación de calzada,1,NO,JULIO FERRARO,Calles urbanas: pedido de pavimentación de calzada,Obras públicas - Pedidos de obra,15,-36.873.108,-60.327.785,11301,
2021,lunes,Finalizado,15/11/2021 10:47,16/11/2021 09:54,noviembre,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,1,-36.909.271,-60.329.979,11302,
2021,lunes,En proceso de resolución de revisión,15/11/2021 11:01,14/01/2022 11:08,noviembre,Obras públicas,1,NO,FABIAN RUBARE,Nomenclador de calles: con falta de mantenimiento,Obras públicas - Dir. de Desarrollo Urbano,60,-36.919.998,-60.322.788,11303,
2021,lunes,En En proceso de resolución de resolución,15/11/2021 11:18,15/03/2022 11:18,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.903.221,-60.296.463,11304,
2021,lunes,En proceso de resolución de revisión,15/11/2021 11:23,15/12/2021 11:23,noviembre,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.880.753,-6.031.192,11305,
2021,martes,En proceso de resolución de revisión,16/11/2021 08:16,31/12/2021 08:16,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.894.066,-60.288.555,11306,
2021,martes,En En proceso de resolución de resolución,16/11/2021 09:48,16/03/2022 09:48,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.901.798,-60.308.002,11307,
2021,martes,En proceso de resolución de revisión,16/11/2021 10:41,01/12/2021 11:47,noviembre,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.915.325,-60.330.978,11308,
2021,martes,En proceso de resolución de revisión,16/11/2021 11:05,23/11/2021 11:05,noviembre,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de poda en vía pública,Árboles en la vía pública,7,-36.878.632,-60.319.557,11309,
2021,miércoles,En En proceso de resolución de resolución,17/11/2021 09:12,17/03/2022 09:12,noviembre,Higiene y control urbano,1,NO,IVAN ROBBIANI,Basural a cielo abierto,Higiene y control urbano - Dir. de Mantenimiento Urbano,120,-36.871.658,-6.031.435,11310,
2021,miércoles,En En proceso de resolución de resolución,17/11/2021 10:13,17/03/2022 10:13,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),Higiene y control urbano - Dir. de Catastro,120,-36.890.339,-60.307.384,11311,
2021,miércoles,En En proceso de resolución de resolución,17/11/2021 11:42,17/03/2022 11:42,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (casa abandonada),Higiene y control urbano - Dir. de Catastro,120,-3.693.412,-60.150.154,11312,
2021,miércoles,Finalizado,17/11/2021 11:46,30/11/2021 09:15,noviembre,Recolección de residuos domiliciarios: recolección deficiente,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: recolección deficiente,Higiene y control urbano - Dir. de Contralor de Servicio,13,-36.883.507,-6.030.275,11313,
2021,miércoles,En En proceso de resolución de resolución,17/11/2021 12:30,17/03/2022 12:30,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.917.782,-60.304.947,11314,
2021,miércoles,En En proceso de resolución de resolución,17/11/2021 12:34,17/03/2022 12:34,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.918.064,-60.305.298,11315,
2021,miércoles,Cancelado,17/11/2021 18:44,18/11/2021 08:30,noviembre,Obras públicas,1,NO,MODERADORES,Otra situación no contemplada,Otros servicios no contemplados,1,-36.894.451,-60.321.609,11316,
2021,jueves,En En proceso de resolución de resolución,18/11/2021 08:15,18/03/2022 08:15,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),Higiene y control urbano - Dir. de Catastro,120,-3.688.126,-60.305.122,11317,
2021,jueves,En proceso de resolución de revisión,18/11/2021 08:16,25/11/2021 08:16,noviembre,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de poda en vía pública,Árboles en la vía pública,7,-3.688.126,-60.305.122,11318,
2021,jueves,En proceso de resolución de revisión,18/11/2021 09:12,02/01/2022 09:12,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.884.396,-60.315.647,11319,
2021,jueves,En proceso de resolución de revisión,18/11/2021 09:14,08/12/2021 09:14,noviembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,20,-36.886.497,-60.316.212,11320,
2021,jueves,En proceso de resolución de revisión,18/11/2021 11:30,03/12/2021 11:30,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: Pedido de camión regador,Obras públicas - Dir. de Mantenimiento Urbano,15,-36.877.895,-60.292.206,11321,
2021,jueves,En En proceso de resolución de resolución,18/11/2021 12:04,18/03/2022 12:04,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),Higiene y control urbano - Dir. de Catastro,120,-36.878.685,-60.326.984,11322,
2021,jueves,Cancelado,18/11/2021 14:27,19/11/2021 10:21,noviembre,Higiene y control urbano,1,NO,MODERADORES,Otra situación no contemplada,Tránsito,1,-36.892.365,-60.320.183,11323,
2021,viernes,En proceso de resolución de revisión,19/11/2021 09:17,26/11/2021 09:17,noviembre,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de poda en vía pública,Árboles en la vía pública,7,-36.891.197,-60.315.762,11324,
2021,viernes,En En proceso de resolución de resolución,19/11/2021 09:21,19/03/2022 09:21,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.876.873,-60.178.833,11325,
2021,viernes,En proceso de resolución de revisión,19/11/2021 10:29,19/12/2021 10:29,noviembre,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.950.191,-60.109.993,11326,
2021,viernes,En proceso de resolución de revisión,19/11/2021 11:15,04/12/2021 11:15,noviembre,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.901.867,-60.325.886,11327,
2021,viernes,En proceso de resolución de revisión,19/11/2021 12:06,04/12/2021 12:06,noviembre,"Parques, plazas y espacios públicos",1,SI,FEDERICO VIDAL,Mobiliario: daños en juego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",15,-3.692.057,-60.319.393,11328,
2021,viernes,En proceso de resolución de revisión,19/11/2021 13:21,04/12/2021 13:21,noviembre,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.897.331,-60.347.027,11329,
2021,viernes,Finalizado,19/11/2021 16:20,16/12/2021 08:41,noviembre,Control de plagas / fumigación: mosquitos (dengue),1,SI,SOFIA MARTINEZ,Control de plagas / fumigación: mosquitos (dengue),Zoonosis - Dir. de Bromatologia,27,-36.892.979,-6.032.766,11330,
2021,martes,Cancelado,23/11/2021 08:35,23/11/2021 09:37,noviembre,Tránsito,1,SI,GUSTAVO SPALTRO,Malezas o basura acumulada: en espacio público,Higiene y control urbano,0,-36.901.653,-60.305.222,11331,
2021,martes,En En proceso de resolución de resolución,23/11/2021 09:30,23/03/2022 09:30,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.891.853,-60.306.873,11332,
2021,martes,En proceso de resolución de revisión,23/11/2021 10:18,07/01/2022 10:18,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con presencia de malezas,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.951.199,-6.025.811,11333,
2021,martes,En proceso de resolución de revisión,23/11/2021 10:28,23/12/2021 10:28,noviembre,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.937.981,-60.283.215,11334,
2021,martes,En En proceso de resolución de resolución,23/11/2021 11:55,23/03/2022 11:55,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.883.991,-60.301.434,11335,
2021,martes,Finalizado,23/11/2021 11:57,02/12/2021 08:55,noviembre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.887.505,-60.321.098,11336,
2021,martes,Finalizado,23/11/2021 12:13,06/01/2022 08:41,noviembre,Calidad y atención del servicio: demoras en la atención presencial,1,NO,VANINA CABRERA,Calidad y atención del servicio: demoras en la atención presencial,Hospitales y centros periféricos de salud,44,-36.882.908,-60.339.352,11337,
2021,martes,En En proceso de resolución de resolución,23/11/2021 13:09,23/03/2022 13:09,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),Higiene y control urbano - Dir. de Catastro,120,-36.904.198,-60.321.156,11338,
2021,miércoles,En En proceso de resolución de resolución,24/11/2021 08:42,24/03/2022 08:42,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.930.714,-60.288.471,11339,
2021,miércoles,Finalizado,24/11/2021 08:54,24/01/2022 12:17,noviembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,61,-36.922.974,-6.029.916,11340,
2021,miércoles,Finalizado,24/11/2021 09:44,02/12/2021 12:06,noviembre,Reductor de velocidad: solicitar nuevo,1,SI,JULIO FERRARO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,8,-3.692.326,-60.296.993,11341,
2021,miércoles,En proceso de resolución de revisión,24/11/2021 11:22,24/12/2021 11:22,noviembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: daños a privados por obra pública,Obras públicas - Dir. de Contralor de Servicios,30,-36.926.769,-60.315.327,11342,
2021,miércoles,Cancelado,24/11/2021 11:55,24/11/2021 13:10,noviembre,Tránsito,1,NO,JULIO FERRARO,Sugerencia o propuesta,"Parques, plazas y espacios públicos",0,-36.911.366,-60.346.958,11343,
2021,miércoles,En proceso de resolución de revisión,24/11/2021 12:13,08/01/2022 12:13,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.877.815,-60.324.318,11344,
2021,miércoles,Finalizado,24/11/2021 12:34,06/01/2022 08:42,noviembre,Calidad y atención del servicio: deficiencia en la programación de turnos,1,NO,VANINA CABRERA,Calidad y atención del servicio: deficiencia en la programación de turnos,Hospitales y centros periféricos de salud,43,-36.884.541,-60.313.061,11345,
2021,viernes,En proceso de resolución de revisión,26/11/2021 08:41,16/12/2021 08:41,noviembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,20,-36.890.903,-60.303.505,11346,
2021,viernes,En En proceso de resolución de resolución,26/11/2021 10:35,26/03/2022 10:35,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.892.559,-60.287.216,11347,
2021,viernes,Finalizado,26/11/2021 10:44,29/11/2021 08:02,noviembre,Cestos públicos: recolección deficiente,1,SI,EMANUEL LAPORTILLA,Cestos públicos: recolección deficiente,Higiene y control urbano - Dir. de Contralor de Servicio,3,-36.846.024,-60.251.038,11348,
2021,viernes,En En proceso de resolución de resolución,26/11/2021 10:52,26/03/2022 10:52,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.918.579,-60.294.739,11349,
2021,viernes,Finalizado,26/11/2021 13:46,02/12/2021 10:15,noviembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,6,-36.913.502,-60.291.168,11350,
2021,lunes,En En proceso de resolución de resolución,29/11/2021 08:35,29/03/2022 08:35,noviembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (casa abandonada),Higiene y control urbano - Dir. de Catastro,120,-36.890.648,-60.340.015,11351,
2021,lunes,En proceso de resolución de revisión,29/11/2021 08:37,13/01/2022 08:37,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.890.648,-60.340.015,11352,
2021,lunes,Finalizado,29/11/2021 08:58,29/11/2021 12:48,noviembre,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,0,-36.900.677,-60.315.632,11353,
2021,lunes,En proceso de resolución de revisión,29/11/2021 09:23,13/01/2022 09:23,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-3.688.026,-60.338.978,11354,
2021,lunes,En proceso de resolución de revisión,29/11/2021 09:27,06/12/2021 09:27,noviembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,7,-36.885.807,-60.322.346,11355,
2021,lunes,Finalizado,29/11/2021 09:48,24/01/2022 12:17,noviembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,56,-36.920.975,-60.291.142,11356,
2021,lunes,En proceso de resolución de revisión,29/11/2021 11:06,06/12/2021 11:06,noviembre,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de extracción en via pública,Árboles en la vía pública,7,-36.889.378,-60.327.473,11357,
2021,lunes,Finalizado,29/11/2021 11:06,24/01/2022 12:17,noviembre,Animales domésticos: sanitariamente descuidados,1,SI,SOFIA MARTINEZ,Animales domésticos: sanitariamente descuidados,Veterinaria - Dir. de Bromatologia,56,-36.898.426,-60.346.672,11358,
2021,lunes,Finalizado,29/11/2021 12:20,06/12/2021 09:30,diciembre,Obra en construcción: molestias ocasionadas a vecinos,1,SI,GASTON GARCIA,Obra en construcción: molestias ocasionadas a vecinos,Obras particulares,7,-36.890.808,-60.334.423,11359,
2021,lunes,En proceso de resolución de revisión,29/11/2021 12:33,13/01/2022 12:33,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-3.695.055,-6.026.416,11360,
2021,lunes,Finalizado,29/11/2021 12:42,23/12/2021 12:20,noviembre,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,24,-36.901.802,-60.304.379,11361,
2021,martes,En proceso de resolución de revisión,30/11/2021 08:12,15/12/2021 08:12,noviembre,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.918.468,-60.299.236,11362,
2021,martes,Finalizado,30/11/2021 09:00,09/12/2021 09:17,noviembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,9,-36.840.466,-60.223.778,11363,
2021,martes,Finalizado,30/11/2021 10:34,23/12/2021 12:25,noviembre,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,23,-36.885.231,-60.336.861,11364,
2021,martes,En proceso de resolución de revisión,30/11/2021 10:48,14/01/2022 10:48,noviembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.909.019,-60.361.866,11365,
